Date,SCHD,SPY,QQQ,TQQQ,TLT,SGOV,IAU
2002-11-13,1200.2884456284346,1483.5995692116578,2342.2698658031964,1209419.6053760203,122.78824247233153,637.6364318055062,163.7464575078207
2002-11-14,1224.5604978099068,1511.5888041230596,2423.036929088381,1338021.931878389,120.23822389306046,637.6672384375904,163.38758778122542
2002-11-15,1239.529564240172,1522.750146598345,2454.6016825385686,1390650.96440873,120.72333550018419,637.6983054499708,164.64313434246142
2002-11-18,1228.0782731487936,1507.4229631634385,2418.3948081836193,1330395.449461202,121.2638658002996,637.72937397593,163.97069324167
2002-11-19,1229.2429506926717,1505.4237527521911,2381.2605525865865,1270425.2237382857,121.70722650161,637.760702932681,163.70160502588973
2002-11-20,1247.1301045537705,1538.9112500254475,2482.452739264948,1438215.004660533,120.51540661703699,637.7915155687745,163.16323623394408
2002-11-21,1263.9370977666845,1567.5664064840146,2574.3608927215596,1602823.0312044986,119.35124587076204,637.8225886359103,163.16323623394408
2002-11-22,1273.702620859273,1556.40438931618,2573.4318427772855,1601099.461307726,119.24046427166522,637.8536632169194,164.64313434246145
2002-11-25,1278.1661590175938,1557.4040909064536,2598.4986698996768,1648036.6094255026,119.01861098166206,637.8849982794775,163.29785251953757
2002-11-26,1258.3464193596626,1527.7492328576122,2511.2315944089573,1488486.5085334326,120.51540661703699,637.9165938617208,163.20811011572752
2002-11-27,1279.249612145814,1570.733027776614,2591.0725279787007,1634037.2966645113,117.79905385715004,637.9476730226445,162.80418077885182
2002-11-29,1277.3707308140815,1565.7341342866478,2573.4318427772855,1601099.461307726,118.56134818825026,637.9790127035084,162.80418077885182
2002-12-02,1270.8366145917419,1568.2330991083802,2599.4268854928546,1649792.0081472632,118.67138224306876,638.0100949054647,163.1615702605746
2002-12-03,1264.0902938032095,1547.2413897902911,2522.3726845803853,1508257.1861551122,118.8383412368129,638.0416966839673,164.3691073509803
2002-12-04,1259.1408672704113,1540.243864196978,2466.6701539520795,1411131.028604333,119.45091472207965,638.0730409838168,165.21808560557773
2002-12-05,1252.8091427469847,1523.2504793167313,2432.3211708979043,1353361.9395231497,119.75727398766539,638.1041277668115,166.33420105254814
2002-12-06,1259.0363293461414,1533.2469169115645,2457.3859121425567,1395358.1234787076,119.96608430361835,638.1352160643473,167.00334959826887
2002-12-09,1249.4997172804638,1491.0958853689574,2341.341441622245,1207991.2214887482,120.63441120319543,638.1660467945891,166.735736861421
2002-12-10,1263.3551376765624,1511.0887605586242,2376.6190574451466,1263058.2289208155,120.95456098710969,638.1973972032355,165.70931050257877
2002-12-11,1263.541323791969,1512.4220494227047,2387.75827032661,1280786.3050540166,121.76202038147346,638.2282309376839,166.28957730202666
2002-12-12,1261.1414108855097,1512.2548220548751,2400.7564174477156,1301680.9969921182,121.65065859875763,638.2590661618267,169.2310531535257
2002-12-13,1260.4907846525407,1488.430271487295,2324.6295977773293,1182471.3453709728,120.46726253403742,638.2899028757361,169.98750311044859
2002-12-16,1280.0472002227655,1526.915794788667,2399.8279932667638,1300181.085994849,119.56224303266359,638.3207410794839,171.67663369128064
2002-12-17,1275.7054379485949,1513.5874362264071,2407.256429653251,1312214.2757319862,119.56224303266359,638.3520990876087,171.854296563458
2002-12-18,1270.1621955490257,1496.093911397074,2356.1945598152906,1230977.6389980826,120.4951559772585,638.3831994662545,173.93985255848446
2002-12-19,1265.1419422606966,1485.4320341783252,2326.4866547270076,1185289.3037309467,121.56717910188557,638.414042177514,175.62340099089076
2002-12-20,1283.016720542248,1506.628078954512,2350.6248490806724,1222324.3055983419,121.65065859875763,638.444886378902,173.185922797206
2002-12-23,1282.18769888835,1507.1292791347491,2383.1176095362653,1273380.7289529464,121.67856319935598,638.4757320704902,175.22487785454925
2002-12-24,1279.3816673939095,1495.912611870338,2353.4103302113026,1226646.8738661534,122.3607140893934,638.5060608120409,175.97753385279665
2002-12-26,1283.5055556717407,1496.5823888035047,2346.911360944637,1216577.3953489948,122.59738437643561,638.5363909942614,176.9066423915469
2002-12-27,1267.1032706395579,1462.9298810093712,2304.205517323021,1151772.3822748358,123.94770596276803,638.5664633724415,177.03931442498356
2002-12-30,1278.0869874087898,1475.1521293277078,2286.5669179993442,1125690.3347154898,124.24016313625243,638.596018652935,174.56038063399774
2002-12-31,1276.630246707377,1477.1616528965096,2262.4303923478697,1090640.143829919,123.92679703772951,638.6271309152902,176.37581000329862
2003-01-02,1307.052726779334,1524.7090682258722,2358.0514081771953,1233871.537538133,120.72255448377402,638.6582446934286,175.62340099089073
2003-01-03,1304.8873545886595,1529.3967356808419,2384.045825129444,1274859.6946573404,121.00243729305436,638.6893599874231,177.87923686620442
2003-01-06,1339.0284234532965,1556.3510886047038,2443.460592367141,1371920.8690800923,120.68060274516954,638.7204767973485,178.1001735448778
2003-01-07,1316.9098383337268,1552.5005218353815,2474.0971302241505,1423833.599582023,121.11433462988003,638.7513358037538,176.15456157449006
2003-01-08,1309.008217849876,1530.0661270754088,2404.4709485226203,1307693.4917580914,121.71604082966785,638.781677636976,179.0718243100702
2003-01-09,1323.2227027002941,1553.8400757017157,2478.7396683044603,1431812.329043984,119.3793513041516,638.8120209114898,178.80690453698674
2003-01-10,1314.4273712564843,1558.0251935913473,2515.873506725945,1496702.85618981,119.68716102878487,638.8426249840493,179.33668733450355
2003-01-13,1308.8158750160771,1557.5235114878594,2501.02101429622,1470519.0176531035,119.88298415757414,638.8732305227826,179.42496241719266
2003-01-14,1309.886231470086,1562.5465011403385,2514.0179098906833,1493414.7785822581,120.3027693206741,638.9040969092995,178.2327164986098
2003-01-15,1296.2607608691978,1546.9760428487161,2482.452739264948,1438215.0046605305,120.89049532671952,638.9344459989479,177.6582604376767
2003-01-16,1295.4255904385598,1540.6132101759522,2454.6016825385686,1390650.96440873,121.0584026975331,638.965055936623,180.748336153928
2003-01-17,1284.2945763750756,1517.8448426035727,2349.696007724172,1220885.163675727,121.66008658256638,638.9951485031182,180.17504708719866
2003-01-21,1266.181215950535,1494.2379285757945,2323.702216535246,1181065.7753210333,122.35963182379643,639.0252424868474,180.48377397327224
2003-01-22,1257.0599989302502,1476.156842919784,2314.4179747257226,1167055.414965929,122.96133802358425,639.0555973311277,181.54168669368903
2003-01-23,1265.8647229081066,1485.1971447861642,2368.2634484043497,1249867.8355727852,122.35963182379643,639.085434706169,183.65484253015015
2003-01-24,1236.2883458925714,1446.1883492196944,2304.205517323021,1151772.3822748337,123.08720439677505,639.1152734743116,185.28133137495868
2003-01-27,1214.6532101511536,1426.43200196124,2277.284136304237,1112122.9938641363,122.63950347569943,639.1448541558204,185.720567463549
2003-01-28,1228.328200807084,1436.9795669850337,2300.491612011438,1146247.6434711854,122.63950347569943,639.1746956982444,185.98403689756108
